code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
493917012,10918,Hyperactive behaviour,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,1P00.00,"",ADHD,"","",Aurum_SNOMED,44548000,493917012,""
295624014,3775,Other hyperkinetic manifestation,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
295625010,3775,Hyperkinetic syndrome NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
296689012,3775,[X]Other hyperkinetic disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
296690015,3775,"[X]Hyperkinetic disorder, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
366481000006113,3775,Attention deficit hyperactivity disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389281000006118,3775,[X]Hyperkinetic disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389291000006115,3775,[X]Hyperkinetic reaction of childhood or adolescence NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389301000006119,3775,[X]Hyperkinetic syndrome NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
498881000006117,3775,Attention deficit with hyperactivity,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
550441000006114,3775,Childhood hyperkinetic syndrome,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..00,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
486106015,26285,Attention deficit disorder,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu9y700,"",ADHD,"","",Aurum_SNOMED,35253001,486108019,""
1551611000000112,101067,Attention deficit hyperactivity disorder annual review,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,6A61.00,"",ADHD,"","",Aurum_SNOMED,710071000000106,1551611000000112,""
296687014,6512,[X]Disturbance of activity and attention,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90000,"",ADHD,"","",Aurum_SNOMED,464511000000105,947331000000110,""
12718211000006115,6512,[X]Disturbance of activity and attention,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90000,"",ADHD,"","",Aurum_SNOMED,464511000000105,947331000000110,""
2163264017,9972,Overactive child syndrome,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E..11,"",ADHD,"","",Aurum_SNOMED,406506008,2163264017,""
1886751000006113,107332,On drug therapy for ADHD (attention deficit hyperactivity disorder),MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,9Ngp.00,"",ADHD,"","",Aurum_SNOMED,886371000000105,2284251000000114,""
295574017,4911,Other conduct disturbances,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2Cy.00,"",ADHD,"","",Aurum_SNOMED,17961008,30331018,""
295575016,4911,Other conduct disturbances NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2Cy.00,"",ADHD,"","",Aurum_SNOMED,17961008,30331018,""
296703016,4911,[X]Other conduct disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2Cy.00,"",ADHD,"","",Aurum_SNOMED,17961008,30331018,""
2784921000006112,4911,"Conduct disorder, childhood-onset type",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2Cy.00,"",ADHD,"","",Aurum_SNOMED,17961008,30331018,""
296710010,4919,[X]Mixed disorders of conduct and emotions,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu92.00,diagnostic,ADHD,"","",Aurum_SNOMED,5793009,10654013,""
295559019,20182,Nonaggressive unsocial conduct disorder NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C1z00,"",ADHD,"","",Aurum_SNOMED,268661009,401814012,""
401814012,20182,Nonaggressive unsocial conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C1z00,"",ADHD,"","",Aurum_SNOMED,268661009,401814012,""
1490176018,43359,Conduct disorder - socialised,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
371391000006118,43359,"[X]Conduct disorder, group type",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
388281000006113,43359,[X]Group delinquency,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
403601000006119,43359,[X]Offences in the context of gang membership,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
427081000006117,43359,[X]Socialized conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
427591000006113,43359,[X]Stealing in company of others,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
429591000006115,43359,[X]Truancy from school,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2.00,"",ADHD,"","",Aurum_SNOMED,386820009,1490175019,""
295623015,45263,Hyperkinetic conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E2.00,"",ADHD,"","",Aurum_SNOMED,192132008,295623015,""
389251000006114,45263,[X]Hyperkinetic conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E2.00,"",ADHD,"","",Aurum_SNOMED,192132008,295623015,""
389261000006111,45263,[X]Hyperkinetic disorder associated with conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E2.00,"",ADHD,"","",Aurum_SNOMED,192132008,295623015,""
1885221000006117,108002,Drug therapy for ADHD (attention deficit hyperactivity disorder),MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,8BPT.00,"",ADHD,"","",Aurum_SNOMED,702538008,3004359016,""
295577012,35005,Juvenile delinquency unspecified,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91100,"",ADHD,"","",Aurum_SNOMED,231541007,347028012,""
371401000006116,35005,"[X]Conduct disorder, solitary aggressive type",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91100,"",ADHD,"","",Aurum_SNOMED,231541007,347028012,""
429881000006115,35005,[X]Unsocialised aggressive disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91100,"",ADHD,"","",Aurum_SNOMED,231541007,347028012,""
429891000006117,35005,Conduct disorder - unsocialised,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91100,"",ADHD,"","",Aurum_SNOMED,231541007,347028012,""
506324018,16415,Adjustment reaction with predominant disturbance of conduct,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E293.00,"",ADHD,"","",Aurum_SNOMED,84984002,506324018,""
486109010,34199,Attention deficit without hyperactivity,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E0000,"",ADHD,"","",Aurum_SNOMED,35253001,486109010,""
376701000006116,32845,[X]Depressive conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu92000,"",ADHD,"","",Aurum_SNOMED,231542000,347030014,""
5024511000006118,32845,Depressive conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu92000,"",ADHD,"","",Aurum_SNOMED,231542000,347030014,""
914491000006114,55322,Deficits in attention motor control and perception,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90200,"",ADHD,"","",Aurum_SNOMED,229715008,344343014,""
295573011,41599,Mixed disturbance of conduct and emotion NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
371361000006114,41599,[X]Conduct disorder associated with emotional disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
371371000006119,41599,[X]Conduct disorder associated with neurotic disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
398581000006110,41599,"[X]Mixed disorder of conduct and emotions, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
701591000006118,41599,Mixed disturbance of conduct and emotion,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
4767071000006111,41599,Childhood disorder of conduct and emotion,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C4.00,"",ADHD,"","",Aurum_SNOMED,192099000,295570014,""
461761000006110,45603,Adjustment reaction with mixed disturbance of emotion and conduct,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E294.00,"",ADHD,"","",Aurum_SNOMED,66381006,500397012,""
296692011,35871,[X]Conduct disorder confined to the family context,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91000,"",ADHD,"","",Aurum_SNOMED,231540008,347027019,""
5024471000006111,35871,Conduct disorder - in family context,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu91000,"",ADHD,"","",Aurum_SNOMED,231540008,347027019,""
1490177010,41842,Socialised conduct disorder NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C2z00,"",ADHD,"","",Aurum_SNOMED,386820009,1490177010,""
295622013,58069,Hyperkinesis with developmental delay,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E1.00,"",ADHD,"","",Aurum_SNOMED,192131001,295622013,""
401912010,7305,[X]Other mixed disorders of conduct and emotions,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu92y00,"",ADHD,"","",Aurum_SNOMED,943171000000100,2412981000000116,""
8342821000006114,7305,Mixed disorder of conduct and emotions,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu92y00,"",ADHD,"","",Aurum_SNOMED,943171000000100,2412981000000116,""
1742541000006113,99831,Attention deficit hyperactivity disorder monitoring invitation first letter,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,9Ol8.00,"",ADHD,"","",Aurum_SNOMED,516401000000106,1149891000000114,""
1742551000006110,106362,Attention deficit hyperactivity disorder monitoring invitation second letter,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,9Ol9.00,"",ADHD,"","",Aurum_SNOMED,516891000000101,1151111000000113,""
1742561000006112,103937,Attention deficit hyperactivity disorder monitoring invitation third letter,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,9OlA.00,"",ADHD,"","",Aurum_SNOMED,516911000000103,1151151000000112,""
1885241000006112,109779,Non-stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,8BPT100,"",ADHD,"","",Aurum_SNOMED,703314001,3008276010,""
1885231000006119,110264,Stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,8BPT000,"",ADHD,"","",Aurum_SNOMED,702536007,3004379012,""
6519,"",[X]Attention deficit hyperactivity disorder,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",read,"","",""
5565,"",Child attention deficit disorder,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E0.00,"",ADHD,"","",read,"","",""
2040,"",Aggressive unsocial conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C0.00,"",ADHD,"","",read,"","",""
